"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rnaseh2a",5.75666456046303e-08,-0.712432296088055,0.493,0.867,0.00301228986455349
"Rack1",5.95024802240345e-08,-0.496759521403457,0.986,1,0.00311358628268305
"Isl1",6.22301062186499e-08,-0.393779540376761,0.014,0.4,0.00325631476810329
"Ppp1r9a",6.22301062186499e-08,-0.415686807913822,0.014,0.4,0.00325631476810329
"Rnpep",6.39086604351354e-08,-0.814232598497933,0.536,0.911,0.00334414847458933
"Ndufa4",6.66002858140131e-08,0.688610779019922,0.957,0.978,0.00348499315578986
"Insm1",6.84157026670287e-08,1.07782747023193,0.928,0.822,0.00357998847345761
"Gdf11",7.15073319249372e-08,-0.61595133448423,0.13,0.622,0.00374176415763619
"Map2",7.22518050452667e-08,1.0779218627974,0.841,0.578,0.00378072020260367
"Btg2",7.26730996599232e-08,1.22030563569721,0.928,0.6,0.0038027652859048
"Rps27",7.49541987981594e-08,-0.742820949379869,0.797,1,0.00392212836051129
"Gcnt1",7.60950938477774e-08,-0.548230605728241,0.029,0.422,0.00398182797577265
"Ccsap",7.66220743073651e-08,-0.706648642991016,0.638,0.956,0.00400940328228149
"Eif1ax",8.00191102624206e-08,0.874723556528749,0.841,0.711,0.00418715998270168
"Syt4",8.27729411415781e-08,1.01360979904372,0.652,0.178,0.00433125969111536
"Trmt112",8.43768702936727e-08,-0.610285282527263,0.449,0.956,0.00441518849185701
"Eef1a1",8.48392967442604e-08,-0.495804106851223,1,1,0.00443938588073691
"Rap1gap2",8.53375361321555e-08,-0.685063068597205,0.362,0.867,0.0044654572531873
"Rgma",8.80739223834982e-08,-0.463414958983973,0.014,0.4,0.00460864413656131
"Rpl18a",9.03991957110116e-08,-0.568816849606419,0.942,1,0.0047303187139701
"Stmn4",1.07991252797444e-07,1.41541076069299,0.551,0.067,0.00565085828513183
"Hmgn5",1.10967691094631e-07,-0.703834227473348,0.406,0.911,0.00580660637190875
"Ildr2",1.14919913020502e-07,0.907212322601609,0.493,0.022,0.00601341428862378
"Cuedc1",1.18163464385411e-07,0.648636693157019,0.594,0.089,0.00618313960089539
"Pcolce2",1.19820398550444e-07,-0.781169451243855,0,0.356,0.00626984199494906
"Cdv3",1.23497680707939e-07,1.01032656884731,0.913,0.933,0.00646226313840435
"Ldha",1.27263913450146e-07,1.24432808599967,0.696,0.267,0.0066593387991058
"Map1lc3a",1.29380631026731e-07,-1.9653838761473,0.696,0.933,0.00677010027973573
